Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (I),Peak Radius(nm) (I),Peak Diameter(nm) (I),Peak Pd(nm) (I),Peak %Pd (I),Peak Pd Index (I),Peak Mw-R(kDa) (I),Peak %Intensity (I),Peak %Mass (I)
11,25.657C,OK,2020-01-28,17:25:36,1.9e+008,25.7,0.0404,1.32e+005,1.22e+003,100,0,1.32e+005,1.22e+003,51,0.25,1,0.866,0.0551,0.055,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.892,3.12e+003,Aqueous,0.624,8.34e-007,2.94,5.89,0.43,14.6,0.146,42.1,1,18.1,2.65e+004,1.02e+004,0.00193,100%,5,5,0,1.99e+004,2,1,,,,,1,7.08e-007,3.47,6.94,0.939,27.1,0.0732,61.8,100,100
12,25.812C,OK,2020-01-28,17:26:13,1.9e+008,25.8,0.0398,1.31e+005,362,100,0,1.31e+005,362,51,0.25,1,0.867,0.0549,0.0548,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.889,3.12e+003,Aqueous,0.623,8.42e-007,2.92,5.85,0.418,14.3,0.143,41.4,1,17.6,2.68e+004,1.02e+004,0.00188,100%,5,5,0,1.98e+004,2,1,,,,,1,7.15e-007,3.44,6.89,0.926,26.9,0.0724,60.7,100,100
13,25.966C,OK,2020-01-28,17:26:50,1.9e+008,26,0.0399,1.31e+005,676,100,0,1.31e+005,676,51,0.25,1,0.867,0.055,0.055,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.886,3.12e+003,Aqueous,0.622,8.45e-007,2.93,5.85,0.459,15.7,0.157,41.5,1,14.7,2.69e+004,1.09e+004,0.00186,100%,5,5,0,1.98e+004,2,1,,,,,1,7.03e-007,3.52,7.04,1.04,29.5,0.0873,64,100,100
14,26.119C,OK,2020-01-28,17:27:27,1.9e+008,26.1,0.0398,1.31e+005,928,100,0,1.31e+005,928,51,0.25,1,0.867,0.0556,0.0556,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.883,3.12e+003,Aqueous,0.618,8.59e-007,2.89,5.77,0.446,15.5,0.155,40.2,1,18.4,2.73e+004,1.1e+004,0.00208,100%,5,5,0,2.01e+004,3,2,,,,,1,7.34e-007,3.38,6.75,0.914,27.1,0.0733,58,99.1,100
14,26.119C,OK,2020-01-28,17:27:27,1.9e+008,26.1,0.0398,1.31e+005,928,100,0,1.31e+005,928,51,0.25,1,0.867,0.0556,0.0556,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.883,3.12e+003,Aqueous,0.618,8.59e-007,2.89,5.77,0.446,15.5,0.155,40.2,1,18.4,2.73e+004,1.1e+004,0.00208,100%,5,5,0,2.01e+004,3,2,,,,,2,1.72e-009,1.44e+003,2.88e+003,240,16.7,0.0279,8.24e+007,0.949,0.0117
15,26.274C,OK,2020-01-28,17:28:04,1.9e+008,26.3,0.04,1.31e+005,1.34e+003,100,0,1.31e+005,1.34e+003,51,0.25,1,0.867,0.0587,0.0587,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.88,3.12e+003,Aqueous,0.621,8.33e-007,2.99,5.98,0.365,12.2,0.122,43.7,1,14.4,2.66e+004,9.18e+003,0.00178,100%,5,5,0,2.15e+004,2,1,,,,,1,7.25e-007,3.44,6.88,0.933,27.1,0.0735,60.6,100,100
16,26.427C,OK,2020-01-28,17:28:41,1.9e+008,26.4,0.0398,1.36e+005,3.52e+003,100,0,1.36e+005,3.52e+003,51,0.25,1,0.867,0.057,0.0569,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.877,3.12e+003,Aqueous,0.624,7.99e-007,3.13,6.26,0.54,17.3,0.173,48.5,1,12.8,2.53e+004,1.1e+004,0.00172,100%,5,5,0,2.08e+004,3,2,,,,,1,7.15e-007,3.5,6.99,0.963,27.5,0.0759,63,95.1,100
16,26.427C,OK,2020-01-28,17:28:41,1.9e+008,26.4,0.0398,1.36e+005,3.52e+003,100,0,1.36e+005,3.52e+003,51,0.25,1,0.867,0.057,0.0569,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.877,3.12e+003,Aqueous,0.624,7.99e-007,3.13,6.26,0.54,17.3,0.173,48.5,1,12.8,2.53e+004,1.1e+004,0.00172,100%,5,5,0,2.08e+004,3,2,,,,,2,2.07e-008,121,242,18.3,15.1,0.0229,2.5e+005,4.89,0.0159
17,26.582C,OK,2020-01-28,17:29:18,1.9e+008,26.6,0.0402,1.3e+005,464,100,0,1.3e+005,464,51,0.25,1,0.866,0.056,0.056,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.874,3.12e+003,Aqueous,0.621,8.46e-007,2.97,5.94,0.421,14.2,0.142,42.9,1,15.9,2.7e+004,1.02e+004,0.00206,100%,5,5,0,2.03e+004,3,1,,,,,1,7.31e-007,3.44,6.87,0.913,26.6,0.0706,60.4,100,100
18,26.737C,OK,2020-01-28,17:29:55,1.9e+008,26.7,0.0401,1.3e+005,799,100,0,1.3e+005,799,51,0.25,1,0.867,0.0556,0.0555,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.871,3.12e+003,Aqueous,0.621,8.64e-007,2.92,5.83,0.448,15.4,0.154,41.2,1,22.9,2.75e+004,1.1e+004,0.00214,100%,5,5,0,2.01e+004,2,1,,,,,1,7.08e-007,3.56,7.11,1.24,35,0.123,65.5,100,100
19,26.892C,OK,2020-01-28,17:30:32,1.9e+008,26.9,0.0402,1.34e+005,6.25e+003,100,0,1.34e+005,6.25e+003,51,0.25,1,0.867,0.0551,0.055,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.868,3.12e+003,Aqueous,0.622,8.3e-007,3.05,6.1,0.576,18.9,0.189,45.7,1,13.8,2.6e+004,1.23e+004,0.00188,100%,5,5,0,1.99e+004,3,1,,,,,1,7.11e-007,3.56,7.12,1.11,31.1,0.0966,65.7,100,100
20,27.047C,OK,2020-01-28,17:31:09,1.9e+008,27,0.04,1.28e+005,951,100,0,1.28e+005,951,51,0.25,1,0.867,0.0548,0.0548,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.865,3.12e+003,Aqueous,0.616,8.65e-007,2.93,5.87,0.41,14,0.14,41.8,1,11.7,2.76e+004,1.03e+004,0.00167,100%,5,5,0,1.98e+004,3,1,,,,,1,7.31e-007,3.47,6.94,1.04,30,0.0899,61.9,100,100
21,27.202C,OK,2020-01-28,17:31:46,1.9e+008,27.2,0.0404,1.28e+005,1.03e+003,100,0,1.28e+005,1.03e+003,51,0.25,1,0.867,0.0548,0.0547,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.862,3.12e+003,Aqueous,0.618,8.67e-007,2.94,5.88,0.422,14.4,0.144,42,1,19.7,2.76e+004,1.05e+004,0.00198,100%,5,5,0,1.98e+004,3,1,,,,,1,7.44e-007,3.43,6.86,0.901,26.3,0.0691,60.2,100,100
22,27.357C,OK,2020-01-28,17:32:23,1.9e+008,27.4,0.0399,1.28e+005,1.03e+003,100,0,1.28e+005,1.03e+003,51,0.25,1,0.867,0.0548,0.0548,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.859,3.12e+003,Aqueous,0.622,8.63e-007,2.97,5.94,0.415,14,0.14,43,1,20.4,2.75e+004,1.03e+004,0.00172,100%,5,5,0,1.98e+004,2,1,,,,,1,7.57e-007,3.39,6.77,0.548,16.2,0.0262,58.4,100,100
23,27.511C,OK,2020-01-28,17:33:01,1.9e+008,27.5,0.0399,1.28e+005,984,100,0,1.28e+005,984,51,0.25,1,0.868,0.0547,0.0547,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.856,3.12e+003,Aqueous,0.617,8.79e-007,2.92,5.85,0.457,15.6,0.156,41.5,1,13.6,2.79e+004,1.13e+004,0.00173,100%,5,5,0,1.97e+004,3,2,,,,,1,7.24e-007,3.55,7.1,1.21,34.2,0.117,65.3,99.9,100
23,27.511C,OK,2020-01-28,17:33:01,1.9e+008,27.5,0.0399,1.28e+005,984,100,0,1.28e+005,984,51,0.25,1,0.868,0.0547,0.0547,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.856,3.12e+003,Aqueous,0.617,8.79e-007,2.92,5.85,0.457,15.6,0.156,41.5,1,13.6,2.79e+004,1.13e+004,0.00173,100%,5,5,0,1.97e+004,3,2,,,,,2,1.66e-009,1.55e+003,3.1e+003,0,0,0,9.81e+007,0.101,0.00119
24,27.664C,OK,2020-01-28,17:33:38,1.9e+008,27.7,0.0399,1.27e+005,754,100,0,1.27e+005,754,51,0.25,1,0.868,0.0547,0.0547,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.853,3.12e+003,Aqueous,0.612,8.82e-007,2.93,5.86,0.437,14.9,0.149,41.7,1,18.8,2.81e+004,1.1e+004,0.00209,100%,5,5,0,1.97e+004,2,1,,,,,1,7.26e-007,3.56,7.12,1.27,35.6,0.126,65.7,100,100
25,27.819C,OK,2020-01-28,17:34:15,1.9e+008,27.8,0.0401,1.28e+005,685,100,0,1.28e+005,685,51,0.25,1,0.868,0.0547,0.0546,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.85,3.12e+003,Aqueous,0.622,8.67e-007,2.99,5.98,0.454,15.2,0.152,43.6,1,17.8,2.76e+004,1.09e+004,0.00191,100%,5,5,0,1.97e+004,3,2,,,,,1,7.59e-007,3.41,6.83,0.888,26,0.0676,59.6,98.2,100
25,27.819C,OK,2020-01-28,17:34:15,1.9e+008,27.8,0.0401,1.28e+005,685,100,0,1.28e+005,685,51,0.25,1,0.868,0.0547,0.0546,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.85,3.12e+003,Aqueous,0.622,8.67e-007,2.99,5.98,0.454,15.2,0.152,43.6,1,17.8,2.76e+004,1.09e+004,0.00191,100%,5,5,0,1.97e+004,3,2,,,,,2,3.04e-009,851,1.7e+003,120,14.2,0.02,2.42e+007,1.82,0.0134
26,27.974C,OK,2020-01-28,17:34:52,1.9e+008,28,0.04,1.28e+005,232,100,0,1.28e+005,232,51,0.25,1,0.868,0.0546,0.0546,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.847,3.12e+003,Aqueous,0.617,8.72e-007,2.99,5.97,0.405,13.5,0.135,43.6,1,23.8,2.78e+004,1.02e+004,0.00237,100%,5,5,0,1.97e+004,3,2,,,,,1,7.76e-007,3.35,6.71,0.864,25.8,0.0663,57.2,97.6,100
26,27.974C,OK,2020-01-28,17:34:52,1.9e+008,28,0.04,1.28e+005,232,100,0,1.28e+005,232,51,0.25,1,0.868,0.0546,0.0546,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.847,3.12e+003,Aqueous,0.617,8.72e-007,2.99,5.97,0.405,13.5,0.135,43.6,1,23.8,2.78e+004,1.02e+004,0.00237,100%,5,5,0,1.97e+004,3,2,,,,,2,2.01e-008,129,259,12.3,9.48,0.00899,2.94e+005,2.4,0.00787
27,28.129C,OK,2020-01-28,17:35:29,1.9e+008,28.1,0.0404,1.26e+005,324,100,0,1.26e+005,324,51,0.25,1,0.868,0.0546,0.0545,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.844,3.12e+003,Aqueous,0.619,8.81e-007,2.96,5.92,0.431,14.5,0.145,42.7,1,11.7,2.81e+004,1.08e+004,0.00164,100%,5,5,0,1.97e+004,3,2,,,,,1,7.43e-007,3.51,7.02,1.07,30.5,0.0928,63.6,99.7,100
27,28.129C,OK,2020-01-28,17:35:29,1.9e+008,28.1,0.0404,1.26e+005,324,100,0,1.26e+005,324,51,0.25,1,0.868,0.0546,0.0545,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.844,3.12e+003,Aqueous,0.619,8.81e-007,2.96,5.92,0.431,14.5,0.145,42.7,1,11.7,2.81e+004,1.08e+004,0.00164,100%,5,5,0,1.97e+004,3,2,,,,,2,1.8e-009,1.45e+003,2.9e+003,176,12.1,0.0146,8.42e+007,0.277,0.00359
28,28.284C,OK,2020-01-28,17:36:06,1.9e+008,28.3,0.04,1.25e+005,792,100,0,1.25e+005,792,51,0.25,1,0.869,0.0545,0.0545,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.842,3.12e+003,Aqueous,0.621,9e-007,2.91,5.83,0.406,13.9,0.139,41.1,1,21,2.87e+004,1.07e+004,0.00207,100%,5,5,0,1.96e+004,2,1,,,,,1,7.6e-007,3.45,6.91,1.06,30.7,0.0943,61.1,100,100
29,28.439C,OK,2020-01-28,17:36:43,1.9e+008,28.4,0.0394,1.26e+005,1.15e+003,100,0,1.26e+005,1.15e+003,51,0.25,1,0.869,0.0545,0.0544,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.839,3.12e+003,Aqueous,0.62,8.88e-007,2.96,5.93,0.425,14.3,0.143,42.7,1,14.5,2.83e+004,1.08e+004,0.00175,100%,5,5,0,1.96e+004,3,2,,,,,1,7.64e-007,3.44,6.88,0.954,27.7,0.0769,60.7,99.4,100
29,28.439C,OK,2020-01-28,17:36:43,1.9e+008,28.4,0.0394,1.26e+005,1.15e+003,100,0,1.26e+005,1.15e+003,51,0.25,1,0.869,0.0545,0.0544,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.839,3.12e+003,Aqueous,0.62,8.88e-007,2.96,5.93,0.425,14.3,0.143,42.7,1,14.5,2.83e+004,1.08e+004,0.00175,100%,5,5,0,1.96e+004,3,2,,,,,2,1.1e-009,2.39e+003,4.77e+003,325,13.6,0.0186,2.69e+008,0.581,0.0126
30,28.595C,OK,2020-01-28,17:37:21,1.9e+008,28.6,0.0398,1.25e+005,874,100,0,1.25e+005,874,51,0.25,1,0.869,0.0546,0.0546,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.836,3.12e+003,Aqueous,0.614,8.88e-007,2.98,5.95,0.416,14,0.14,43.2,1,12.8,2.83e+004,1.06e+004,0.00159,100%,5,5,0,1.97e+004,2,1,,,,,1,7.56e-007,3.5,7,0.994,28.4,0.0808,63,100,100
31,28.750C,OK,2020-01-28,17:37:58,1.9e+008,28.7,0.0402,1.25e+005,1.46e+003,100,0,1.25e+005,1.46e+003,51,0.25,1,0.869,0.0548,0.0548,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.833,3.12e+003,Aqueous,0.617,9.1e-007,2.91,5.82,0.457,15.7,0.157,41,1,17.1,2.89e+004,1.17e+004,0.00202,100%,5,5,0,1.98e+004,3,2,,,,,1,7.93e-007,3.34,6.69,0.823,24.6,0.0606,56.7,97.9,100
31,28.750C,OK,2020-01-28,17:37:58,1.9e+008,28.7,0.0402,1.25e+005,1.46e+003,100,0,1.25e+005,1.46e+003,51,0.25,1,0.869,0.0548,0.0548,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.833,3.12e+003,Aqueous,0.617,9.1e-007,2.91,5.82,0.457,15.7,0.157,41,1,17.1,2.89e+004,1.17e+004,0.00202,100%,5,5,0,1.98e+004,3,2,,,,,2,8.09e-009,328,655,36.5,11.1,0.0124,2.59e+006,2.09,0.00614
