### DATA:

         Q               I              Error
3.91041764E-02 6.16369717E-05 3.99481188E-07
3.93916981E-02 6.09104765E-05 3.96654808E-07
3.96792196E-02 6.18993370E-05 3.88205715E-07
3.99667409E-02 6.17695271E-05 3.94096752E-07
4.02542620E-02 6.00139229E-05 3.90282156E-07
4.05417829E-02 5.99432862E-05 3.95628255E-07
4.08293036E-02 5.92777312E-05 3.83404782E-07
4.11168241E-02 5.94051269E-05 3.84260056E-07
4.14043444E-02 5.88582198E-05 3.90569937E-07
4.16918644E-02 5.82016865E-05 3.81155979E-07
4.19793843E-02 5.78301292E-05 3.84214346E-07
4.22669039E-02 5.68033094E-05 3.75428768E-07
4.25544234E-02 5.74061433E-05 3.80940788E-07
4.28419426E-02 5.71666932E-05 3.84411313E-07
4.31294616E-02 5.70159098E-05 3.75445519E-07
4.34169804E-02 5.69700411E-05 3.72926738E-07
4.37044990E-02 5.69857541E-05 3.72227265E-07
4.39920173E-02 5.62257832E-05 3.73239254E-07
4.42795354E-02 5.63229674E-05 3.63623335E-07
4.45670534E-02 5.46530647E-05 3.61292711E-07
4.48545710E-02 5.47380305E-05 3.72648659E-07
4.51420885E-02 5.45259477E-05 3.80100037E-07
4.54296057E-02 5.39623469E-05 3.77307347E-07
4.57171227E-02 5.37322103E-05 3.81123379E-07
4.60046395E-02 5.24847439E-05 3.80943949E-07
4.62921560E-02 5.28596486E-05 3.84399162E-07
4.65796723E-02 5.25260788E-05 3.85866633E-07
4.68671884E-02 5.20612913E-05 3.93136673E-07
4.71547042E-02 5.31765773E-05 3.88537338E-07
4.74422198E-02 5.16137720E-05 3.93742605E-07
4.77297352E-02 5.17013478E-05 3.94159069E-07
4.80172503E-02 5.17038384E-05 3.96595862E-07
4.83047652E-02 5.16372281E-05 3.85945125E-07
4.85922798E-02 5.09639101E-05 3.83921451E-07
4.88797942E-02 5.04678264E-05 3.94322440E-07
4.91673084E-02 4.96751171E-05 3.86107555E-07
4.94548223E-02 4.89805298E-05 3.83235141E-07
4.97423359E-02 4.85934335E-05 3.80239094E-07
5.00298493E-02 4.84544749E-05 3.84614371E-07
5.03173625E-02 4.80630962E-05 4.01257275E-07
5.06048754E-02 4.93125768E-05 3.85706874E-07
5.08923880E-02 4.86473665E-05 3.87398129E-07
5.11799004E-02 4.79889733E-05 3.85105831E-07
5.14674125E-02 4.71558180E-05 3.78192356E-07
5.17549244E-02 4.73878145E-05 3.87252936E-07
5.20424360E-02 4.69667400E-05 3.71370677E-07
5.23299474E-02 4.70186789E-05 3.90295354E-07
5.26174584E-02 4.58991978E-05 3.80211368E-07
5.29049693E-02 4.57717729E-05 3.75027396E-07
5.31924798E-02 4.61599386E-05 3.78545714E-07
5.34799901E-02 4.51272576E-05 3.72510950E-07
5.37675001E-02 4.53561878E-05 3.74029342E-07
5.40550099E-02 4.36089600E-05 3.69851631E-07
5.43425193E-02 4.39284375E-05 3.68666965E-07
5.46300285E-02 4.50313738E-05 3.83254699E-07
5.49175375E-02 4.45683684E-05 3.59269688E-07
5.52050461E-02 4.35155977E-05 3.65861801E-07
5.54925545E-02 4.29349032E-05 3.58373064E-07
5.57800626E-02 4.28387631E-05 3.58369580E-07
5.60675704E-02 4.16367103E-05 3.65511617E-07
5.63550779E-02 4.16374328E-05 3.68644353E-07
5.66425852E-02 4.15529049E-05 3.65168621E-07
5.69300921E-02 4.20129868E-05 3.65064588E-07
5.72175988E-02 4.09893742E-05 3.69130085E-07
5.75051052E-02 4.14887924E-05 3.66038857E-07
5.77926113E-02 4.17363467E-05 3.63275948E-07
5.80801171E-02 4.00284221E-05 3.61210331E-07
5.83676226E-02 3.99259394E-05 3.56339331E-07
5.86551278E-02 3.99072927E-05 3.61823362E-07
5.89426328E-02 4.01319477E-05 3.63303620E-07
5.92301374E-02 4.00360544E-05 3.61198617E-07
5.95176417E-02 3.98011030E-05 3.65773013E-07
5.98051458E-02 3.93492590E-05 3.67709389E-07
6.00926495E-02 3.83093579E-05 3.59731717E-07
6.03801529E-02 3.82512261E-05 3.50359792E-07
6.06676561E-02 3.73995895E-05 3.51515156E-07
6.09551589E-02 3.75307756E-05 3.53887913E-07
6.12426614E-02 3.71703642E-05 3.56907888E-07
6.15301636E-02 3.76813625E-05 3.61414182E-07
6.18176655E-02 3.72875262E-05 3.45784145E-07
6.21051671E-02 3.63303092E-05 3.49245189E-07
6.23926684E-02 3.50084903E-05 3.42225714E-07
6.26801693E-02 3.63120333E-05 3.52105176E-07
6.29676700E-02 3.60617584E-05 3.53363723E-07
6.32551703E-02 3.58299390E-05 3.38325166E-07
6.35426703E-02 3.58348335E-05 3.58944792E-07
6.38301700E-02 3.49006270E-05 3.47499964E-07
6.41176694E-02 3.45792335E-05 3.40804258E-07
6.44051684E-02 3.43066248E-05 3.42061935E-07
6.46926671E-02 3.48642095E-05 3.54398663E-07
6.49801655E-02 3.53329414E-05 3.57828168E-07
6.52676636E-02 3.37049857E-05 3.41901228E-07
6.55551614E-02 3.36104074E-05 3.42881413E-07
6.58426588E-02 3.32397468E-05 3.41355404E-07
6.61301559E-02 3.37805603E-05 3.45740251E-07
6.64176526E-02 3.24963021E-05 3.31816660E-07
6.67051490E-02 3.22676514E-05 3.32722189E-07
6.69926451E-02 3.23794101E-05 3.46675140E-07
6.72801409E-02 3.25525934E-05 3.39721029E-07
6.75676363E-02 3.18725265E-05 3.40555785E-07
6.78551313E-02 3.15068821E-05 3.40141664E-07
6.81426261E-02 3.16566213E-05 3.37578180E-07
6.84301204E-02 3.18534421E-05 3.53180862E-07
6.87176145E-02 3.03174325E-05 3.24939426E-07
6.90051082E-02 3.09374008E-05 3.30067080E-07
6.92926015E-02 3.06408305E-05 3.30258293E-07
6.95800945E-02 3.09814899E-05 3.41241745E-07
6.98675872E-02 3.01086544E-05 3.37424715E-07
7.01550794E-02 2.97298538E-05 3.23961202E-07
7.04425714E-02 2.90374629E-05 3.30952965E-07
7.07300630E-02 3.00927955E-05 3.38316846E-07
7.10175542E-02 2.96536233E-05 3.33269307E-07
7.13050451E-02 2.94468287E-05 3.30182998E-07
7.15925356E-02 2.91261210E-05 3.23624676E-07
7.18800258E-02 2.85899874E-05 3.39061664E-07
7.21675156E-02 2.83070258E-05 3.36292682E-07
7.24550050E-02 2.85471635E-05 3.37653210E-07
7.27424941E-02 2.79425869E-05 3.36932955E-07
7.30299828E-02 2.81100064E-05 3.48137577E-07
7.33174711E-02 2.72185390E-05 3.48469031E-07
7.36049591E-02 2.82843470E-05 3.65739673E-07
7.38924467E-02 2.76715038E-05 3.61015530E-07
7.41799339E-02 2.64065968E-05 3.49481613E-07
7.44674207E-02 2.82436414E-05 3.73971858E-07
7.47549072E-02 2.61386894E-05 3.54774158E-07
7.50423933E-02 2.61398443E-05 3.56906076E-07
7.53298790E-02 2.53738504E-05 3.45888067E-07
7.56173644E-02 2.55782133E-05 3.52896120E-07
7.59048494E-02 2.61309508E-05 3.58752471E-07
7.61923339E-02 2.54182381E-05 3.57655344E-07
7.64798181E-02 2.45402560E-05 3.50225541E-07
7.67673020E-02 2.60922509E-05 3.68383162E-07
7.70547854E-02 2.39069985E-05 3.49786853E-07
7.73422684E-02 2.48236070E-05 3.45021361E-07
7.76297511E-02 2.39618916E-05 3.23600413E-07
7.79172333E-02 2.52577079E-05 3.44636314E-07
7.82047152E-02 2.45198660E-05 3.35388452E-07
7.84921967E-02 2.49926795E-05 3.29918527E-07
7.87796778E-02 2.40896338E-05 3.27751210E-07
7.90671585E-02 2.39900685E-05 3.35317100E-07
7.93546387E-02 2.35059792E-05 3.34218919E-07
7.96421186E-02 2.34016872E-05 3.25186469E-07
7.99295981E-02 2.35712531E-05 3.22384404E-07
8.02170772E-02 2.27894491E-05 3.18034431E-07
8.05045559E-02 2.22149844E-05 3.16069389E-07
8.07920342E-02 2.30351022E-05 3.31960236E-07
8.10795121E-02 2.20648694E-05 3.08652004E-07
8.13669895E-02 2.25208359E-05 3.13893448E-07
8.16544666E-02 2.25588145E-05 3.22435757E-07
8.19419432E-02 2.15369303E-05 3.13237877E-07
8.22294195E-02 2.14873859E-05 3.15012059E-07
8.25168953E-02 2.11660400E-05 3.07160847E-07
8.28043707E-02 2.15579177E-05 3.20547134E-07
8.30918457E-02 2.11969184E-05 3.08331286E-07
8.33793202E-02 2.10201183E-05 3.18068441E-07
8.36667944E-02 2.19647733E-05 3.21424791E-07
8.39542681E-02 2.11704691E-05 3.17296817E-07
8.42417414E-02 2.01969440E-05 3.05500250E-07
8.45292143E-02 1.99102079E-05 3.05734112E-07
8.48166868E-02 2.01508450E-05 3.06816475E-07
8.51041588E-02 2.05222214E-05 3.10400680E-07
8.53916304E-02 2.02232822E-05 3.13461261E-07
8.56791016E-02 2.01326645E-05 3.06807247E-07
8.59665723E-02 1.95951745E-05 2.87053231E-07
8.62540427E-02 1.90861989E-05 3.03767305E-07
8.65415125E-02 1.96640319E-05 3.03328110E-07
8.68289820E-02 1.91668190E-05 3.00277226E-07
8.71164510E-02 1.93118267E-05 3.07292881E-07
8.74039196E-02 1.96692209E-05 3.02321557E-07
8.76913877E-02 1.88215784E-05 2.96885712E-07
8.79788554E-02 1.96001802E-05 3.07643581E-07
8.82663226E-02 1.85306968E-05 3.08672973E-07
8.85537894E-02 1.97651473E-05 3.16748775E-07
8.88412558E-02 1.81994043E-05 2.88222352E-07
8.91287217E-02 1.77563473E-05 2.90780524E-07
8.94161872E-02 1.88308445E-05 3.12402165E-07
8.97036522E-02 1.81501367E-05 2.96957670E-07
8.99911167E-02 1.74726617E-05 2.84296909E-07
9.02785809E-02 1.76772218E-05 2.78671419E-07
9.05660445E-02 1.72529205E-05 2.81497063E-07
9.08535077E-02 1.81726731E-05 2.89710435E-07
9.11409705E-02 1.80065686E-05 2.97776307E-07
9.14284327E-02 1.79415481E-05 3.08528378E-07
9.17158946E-02 1.77460108E-05 2.96212229E-07
9.20033559E-02 1.76713773E-05 2.96813854E-07
9.22908168E-02 1.69147955E-05 2.77891756E-07
9.25782773E-02 1.69657935E-05 2.89955548E-07
9.28657372E-02 1.64958100E-05 2.86088242E-07
9.31531967E-02 1.64739634E-05 2.86144191E-07
9.34406558E-02 1.63793221E-05 2.97722287E-07
9.37281144E-02 1.62716724E-05 2.86241254E-07
9.40155725E-02 1.61855024E-05 2.97088765E-07
9.43030301E-02 1.64508949E-05 2.88446665E-07
9.45904872E-02 1.67356044E-05 2.83898356E-07
9.48779439E-02 1.57038858E-05 2.81463499E-07
9.51654001E-02 1.58183041E-05 2.92969152E-07
9.54528558E-02 1.58977059E-05 2.97105819E-07
9.57403111E-02 1.51611725E-05 2.61391033E-07
9.60277658E-02 1.61327801E-05 3.00815646E-07
9.63152201E-02 1.58134481E-05 2.85997978E-07
9.66026739E-02 1.54368568E-05 2.85967449E-07
9.68901272E-02 1.50211755E-05 2.86475978E-07
9.71775800E-02 1.46815226E-05 2.75597577E-07
9.74650323E-02 1.40513218E-05 2.73310929E-07
9.77524842E-02 1.48228930E-05 2.89869119E-07
9.80399355E-02 1.47141466E-05 2.81112299E-07
9.83273864E-02 1.49647184E-05 2.92386694E-07
9.86148367E-02 1.48693796E-05 2.80872580E-07
9.89022866E-02 1.44115488E-05 2.75869886E-07
9.91897360E-02 1.47831752E-05 2.88424251E-07
9.94771848E-02 1.46638040E-05 2.98502414E-07
9.97646332E-02 1.43550570E-05 2.86339716E-07
1.00052081E-01 1.41862414E-05 2.77905075E-07
1.00339528E-01 1.42524749E-05 2.79128017E-07
1.00626975E-01 1.32543564E-05 2.64542363E-07
1.00914422E-01 1.34310798E-05 2.69075874E-07
1.01201867E-01 1.31192537E-05 2.72546517E-07
1.01489313E-01 1.36228727E-05 2.74615649E-07
1.01776758E-01 1.42415603E-05 2.76699503E-07
1.02064202E-01 1.34153506E-05 2.77216213E-07
1.02351646E-01 1.30990667E-05 2.76670301E-07
1.02639089E-01 1.35616327E-05 2.91557516E-07
1.02926532E-01 1.22216656E-05 2.65456580E-07
1.03213974E-01 1.27435142E-05 2.62663003E-07
1.03501416E-01 1.28736565E-05 2.67932396E-07
1.03788857E-01 1.35916005E-05 2.84297241E-07
1.04076298E-01 1.33202557E-05 2.86492141E-07
1.04363738E-01 1.28754978E-05 2.67965656E-07
1.04651178E-01 1.32054865E-05 2.84562021E-07
1.04938617E-01 1.33263482E-05 2.88485659E-07
1.05226055E-01 1.25355774E-05 2.65841301E-07
1.05513493E-01 1.21987262E-05 2.59581265E-07
1.05800931E-01 1.27906208E-05 2.61681396E-07
1.06088368E-01 1.22161835E-05 2.64129373E-07
1.06375804E-01 1.24023363E-05 2.74954250E-07
1.06663240E-01 1.20821883E-05 2.70094677E-07
1.06950676E-01 1.20321028E-05 2.56741896E-07
1.07238110E-01 1.26747358E-05 2.65530729E-07
1.07525545E-01 1.14092845E-05 2.49939134E-07
1.07812979E-01 1.23396401E-05 2.54592764E-07
1.08100412E-01 1.12081411E-05 2.54903317E-07
1.08387845E-01 1.19504911E-05 2.67734341E-07
1.08675277E-01 1.20005912E-05 2.69107096E-07
1.08962708E-01 1.16666971E-05 2.54465619E-07
1.09250139E-01 1.15296315E-05 2.67523936E-07
1.09537570E-01 1.20029329E-05 2.65254798E-07
1.09825000E-01 1.19068809E-05 2.75883227E-07
1.10112429E-01 1.17219751E-05 2.66742116E-07
1.10399858E-01 1.06142716E-05 2.46980986E-07
1.10687286E-01 1.10800824E-05 2.55612541E-07
1.10974714E-01 1.14568051E-05 2.66252105E-07
1.11262141E-01 1.13467237E-05 2.74123834E-07
1.11549568E-01 1.12523855E-05 2.55281654E-07
1.11836994E-01 1.09418504E-05 2.51124914E-07
1.12124419E-01 1.03183890E-05 2.45354264E-07
1.12411844E-01 1.10543567E-05 2.62940943E-07
1.12699269E-01 1.14319188E-05 2.68812610E-07
1.12986693E-01 1.08882317E-05 2.61338037E-07
1.13274116E-01 1.01343069E-05 2.53214864E-07
1.13561538E-01 1.10076955E-05 2.66115106E-07
1.13848960E-01 9.87617142E-06 2.49179686E-07
1.14136382E-01 1.04602060E-05 2.52042624E-07
1.14423803E-01 1.01944173E-05 2.52214121E-07
1.14711223E-01 1.07964555E-05 2.54518254E-07
1.14998643E-01 1.03055487E-05 2.44548277E-07
1.15286062E-01 1.04897921E-05 2.48881476E-07
1.15573481E-01 1.11434842E-05 2.69621065E-07
1.15860899E-01 9.78153999E-06 2.48482777E-07
1.16148317E-01 9.74071662E-06 2.52670081E-07
1.16435733E-01 1.05475931E-05 2.50011209E-07
1.16723150E-01 9.92274433E-06 2.54904693E-07
1.17010565E-01 1.04379913E-05 2.65439923E-07
1.17297981E-01 9.82251160E-06 2.44869532E-07
1.17585395E-01 9.63340810E-06 2.61356718E-07
1.17872809E-01 9.53722540E-06 2.48238380E-07
1.18160222E-01 1.01980731E-05 2.65762096E-07
1.18447635E-01 9.04651954E-06 2.35518409E-07
1.18735047E-01 8.94155141E-06 2.35726769E-07
1.19022459E-01 9.81160318E-06 2.59575851E-07
1.19309870E-01 9.50694274E-06 2.53652059E-07
1.19597280E-01 8.94776739E-06 2.49295301E-07
1.19884690E-01 8.72020526E-06 2.40282030E-07
1.20172099E-01 1.03841948E-05 2.64378510E-07
1.20459508E-01 8.87766297E-06 2.46719302E-07
1.20746916E-01 9.16449161E-06 2.44646938E-07
1.21034323E-01 8.74519320E-06 2.50571157E-07
1.21321730E-01 9.50801302E-06 2.65960489E-07
1.21609136E-01 9.09203541E-06 2.61189266E-07
1.21896541E-01 9.28293044E-06 2.51040207E-07
1.22183946E-01 8.70498733E-06 2.51511437E-07
1.22471351E-01 8.90465535E-06 2.52372877E-07
1.22758754E-01 9.20204130E-06 2.56961746E-07
1.23046157E-01 8.68863730E-06 2.44520201E-07
1.23333560E-01 8.46847776E-06 2.51160348E-07
1.23620962E-01 8.51922363E-06 2.44196053E-07
1.23908363E-01 8.10167831E-06 2.36189460E-07
1.24195763E-01 8.37624093E-06 2.42409513E-07
1.24483163E-01 8.33136104E-06 2.44109215E-07
1.24770563E-01 8.60202812E-06 2.59744744E-07
1.25057961E-01 8.33079630E-06 2.60266627E-07
1.25345360E-01 9.01008206E-06 2.82801449E-07
1.25632757E-01 8.57730634E-06 2.68654994E-07
1.25920154E-01 8.86118301E-06 2.67834235E-07
1.26207550E-01 7.93624750E-06 2.48452309E-07
1.26494946E-01 8.10520099E-06 2.49351234E-07
1.26782340E-01 8.27380725E-06 2.67039994E-07
1.27069735E-01 8.14105060E-06 2.71435661E-07
1.27357128E-01 7.79462668E-06 2.54668669E-07
1.27644521E-01 7.82685146E-06 2.29948743E-07
1.27931914E-01 7.58594796E-06 2.36995925E-07
1.28219305E-01 7.95697309E-06 2.54948984E-07
1.28506696E-01 7.94747650E-06 2.63028775E-07
1.28794087E-01 7.98615445E-06 2.53490511E-07
1.29081477E-01 7.58937303E-06 2.42652095E-07
1.29368866E-01 7.66608078E-06 2.30186414E-07
1.29656254E-01 7.49740943E-06 2.44120980E-07
1.29943642E-01 7.07408523E-06 2.34038629E-07
1.30231029E-01 7.89362535E-06 2.50209283E-07
1.30518416E-01 7.47444715E-06 2.49707278E-07
1.30805802E-01 7.06460204E-06 2.37345485E-07
1.31093187E-01 7.68970708E-06 2.59947334E-07
1.31380571E-01 7.63894868E-06 2.47898576E-07
1.31667955E-01 7.34362653E-06 2.39643642E-07
1.31955338E-01 7.78858883E-06 2.44864420E-07
1.32242721E-01 7.93051432E-06 2.61376136E-07
1.32530103E-01 7.54360580E-06 2.70057600E-07
1.32817484E-01 7.34893073E-06 2.59636852E-07
1.33104865E-01 7.51899243E-06 2.51474203E-07
1.33392245E-01 7.46501743E-06 2.80348879E-07
1.33679624E-01 7.81988477E-06 2.53474658E-07
1.33967002E-01 7.11105849E-06 2.53957264E-07
1.34254380E-01 7.00060517E-06 2.41201658E-07
1.34541757E-01 7.13537613E-06 2.67045003E-07
1.34829134E-01 6.89156454E-06 2.56426403E-07
1.35116510E-01 6.99980742E-06 2.43480909E-07
1.35403885E-01 7.10924360E-06 2.41861185E-07
1.35691259E-01 5.79418411E-06 2.32468732E-07
1.35978633E-01 6.92345112E-06 2.60881458E-07
1.36266006E-01 6.27702254E-06 2.53343088E-07
1.36553379E-01 7.17241922E-06 2.72367645E-07
1.36840751E-01 6.60030815E-06 2.46862717E-07
1.37128122E-01 6.93084720E-06 2.44383806E-07
1.37415492E-01 6.90672235E-06 2.59028879E-07
1.37702862E-01 6.42534095E-06 2.59768789E-07
1.37990231E-01 5.47467051E-06 2.45577242E-07
1.38277599E-01 6.26150599E-06 2.40707844E-07
1.38564967E-01 6.76766135E-06 2.64788842E-07
1.38852333E-01 6.51940407E-06 2.40396447E-07
1.39139700E-01 6.61363977E-06 2.45737852E-07
1.39427065E-01 6.44825922E-06 2.41835683E-07
1.39714430E-01 6.32670674E-06 2.45168797E-07
1.40001794E-01 6.12832065E-06 2.46269126E-07
1.40289157E-01 6.48627107E-06 2.32848946E-07
1.40576520E-01 6.49681581E-06 2.34353760E-07
1.40863882E-01 5.74591446E-06 2.31936619E-07
1.41151243E-01 6.43039639E-06 2.63484448E-07
1.41438604E-01 6.58577893E-06 2.37363223E-07
1.41725964E-01 6.64118439E-06 2.54081026E-07
1.42013323E-01 5.96940727E-06 2.48435058E-07
1.42300681E-01 6.21047791E-06 2.30947587E-07
1.42588039E-01 6.32280502E-06 2.44139690E-07
1.42875396E-01 6.26506765E-06 2.33037549E-07
1.43162752E-01 6.04346052E-06 2.24255861E-07
1.43450108E-01 5.44484408E-06 1.94101176E-07
1.43737463E-01 5.80774475E-06 2.31145648E-07
1.44024817E-01 6.23262762E-06 2.47068348E-07
1.44312170E-01 6.32387007E-06 2.41853784E-07
1.44599523E-01 5.67939497E-06 2.16138519E-07
1.44886875E-01 5.88449796E-06 2.20376915E-07
1.45174226E-01 5.66105631E-06 2.26945827E-07
1.45461577E-01 5.54872501E-06 2.28956004E-07
1.45748927E-01 5.65452085E-06 2.22925869E-07
1.46036276E-01 5.54132197E-06 2.19843349E-07
1.46323624E-01 5.82726091E-06 2.27424836E-07
1.46610971E-01 6.11143506E-06 2.31816053E-07
1.46898318E-01 5.56184915E-06 2.15714770E-07
1.47185664E-01 5.77099230E-06 2.35685335E-07
1.47473010E-01 5.53684204E-06 2.08715680E-07
1.47760354E-01 5.32948249E-06 2.13342585E-07
1.48047698E-01 5.59456458E-06 2.42454619E-07
1.48335041E-01 5.46683025E-06 2.41016332E-07
1.48622384E-01 5.72662539E-06 2.44387240E-07
1.48909725E-01 6.44273056E-06 2.77394736E-07
1.49197066E-01 5.61268665E-06 2.24606076E-07
1.49484406E-01 5.84658655E-06 2.29840367E-07
1.49771746E-01 4.93117272E-06 2.08905966E-07
1.50059084E-01 5.13897918E-06 2.38892950E-07
1.50346422E-01 5.08427212E-06 2.29027508E-07
1.50633759E-01 4.88671482E-06 2.14928768E-07
1.50921096E-01 5.50556673E-06 2.20218066E-07
1.51208431E-01 4.84354418E-06 1.88248733E-07
1.51495766E-01 5.03734329E-06 2.04372165E-07
1.51783100E-01 4.94621964E-06 2.06290215E-07
1.52070433E-01 5.71331246E-06 2.26992910E-07
1.52357766E-01 4.76977145E-06 2.05893054E-07
1.52645098E-01 5.69888195E-06 2.34746580E-07
1.52932429E-01 4.94801997E-06 2.21764398E-07
