Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (I),Peak Radius(nm) (I),Peak Diameter(nm) (I),Peak Pd(nm) (I),Peak %Pd (I),Peak Pd Index (I),Peak Mw-R(kDa) (I),Peak %Intensity (I),Peak %Mass (I)
8,30.192C,OK,2021-07-15,11:19:55,2.36e+008,30.2,0.0411,1.52e+005,1.35e+003,100,0,1.52e+005,1.35e+003,55,0.25,1,0.845,0.0999,0.0998,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.808,3.12e+003,Aqueous,0.666,8.71e-007,3.16,6.32,0.45,14.2,0.142,49.7,1,6.29,2.77e+004,1.05e+004,0.00105,100%,5,5,0,4.04e+004,2,2,,,,,1,5.07e-006,0.543,1.09,0.073,13.4,0.0181,0.805,2.76,89.7
8,30.192C,OK,2021-07-15,11:19:55,2.36e+008,30.2,0.0411,1.52e+005,1.35e+003,100,0,1.52e+005,1.35e+003,55,0.25,1,0.845,0.0999,0.0998,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.808,3.12e+003,Aqueous,0.666,8.71e-007,3.16,6.32,0.45,14.2,0.142,49.7,1,6.29,2.77e+004,1.05e+004,0.00105,100%,5,5,0,4.04e+004,2,2,,,,,2,7.51e-007,3.66,7.32,0.491,13.4,0.018,70.1,97.2,10.3
9,30.348C,OK,2021-07-15,11:20:32,2.36e+008,30.3,0.0388,1.52e+005,1.02e+003,100,0,1.52e+005,1.02e+003,55,0.25,1,0.845,0.0829,0.0828,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.805,3.12e+003,Aqueous,0.666,8.92e-007,3.09,6.18,0.47,15.2,0.152,47.2,1,12.1,2.84e+004,1.13e+004,0.00163,100%,5,5,0,3.26e+004,3,2,,,,,1,8.1e-007,3.4,6.8,0.431,12.7,0.016,59.1,96.5,100
9,30.348C,OK,2021-07-15,11:20:32,2.36e+008,30.3,0.0388,1.52e+005,1.02e+003,100,0,1.52e+005,1.02e+003,55,0.25,1,0.845,0.0829,0.0828,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.805,3.12e+003,Aqueous,0.666,8.92e-007,3.09,6.18,0.47,15.2,0.152,47.2,1,12.1,2.84e+004,1.13e+004,0.00163,100%,5,5,0,3.26e+004,3,2,,,,,2,5.56e-008,49.6,99.2,4.55,9.17,0.0084,3.12e+004,3.47,0.00212
10,30.495C,OK,2021-07-15,11:21:09,2.36e+008,30.5,0.038,1.51e+005,610,100,0,1.51e+005,610,55,0.25,1,0.845,0.0778,0.0777,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.803,3.12e+003,Aqueous,0.665,8.94e-007,3.1,6.2,0.485,15.6,0.156,47.5,1,11.5,2.84e+004,1.15e+004,0.00163,100%,5,5,0,3.03e+004,3,2,,,,,1,4.78e-006,0.579,1.16,0.0643,11.1,0.0123,0.937,3.43,89.8
10,30.495C,OK,2021-07-15,11:21:09,2.36e+008,30.5,0.038,1.51e+005,610,100,0,1.51e+005,610,55,0.25,1,0.845,0.0778,0.0777,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.803,3.12e+003,Aqueous,0.665,8.94e-007,3.1,6.2,0.485,15.6,0.156,47.5,1,11.5,2.84e+004,1.15e+004,0.00163,100%,5,5,0,3.03e+004,3,2,,,,,2,7.55e-007,3.67,7.34,0.496,13.5,0.0183,70.5,96.6,10.2
11,30.645C,OK,2021-07-15,11:21:45,2.36e+008,30.6,0.0398,1.51e+005,1.07e+003,100,0,1.51e+005,1.07e+003,55,0.25,1,0.845,0.0853,0.0852,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.8,3.12e+003,Aqueous,0.666,8.88e-007,3.13,6.25,0.468,15,0.15,48.5,1,14.3,2.83e+004,1.11e+004,0.00195,100%,5,5,0,3.36e+004,3,2,,,,,1,1.24e-006,2.25,4.49,0.262,11.7,0.0136,22.4,32.3,79.1
11,30.645C,OK,2021-07-15,11:21:45,2.36e+008,30.6,0.0398,1.51e+005,1.07e+003,100,0,1.51e+005,1.07e+003,55,0.25,1,0.845,0.0853,0.0852,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.8,3.12e+003,Aqueous,0.666,8.88e-007,3.13,6.25,0.468,15,0.15,48.5,1,14.3,2.83e+004,1.11e+004,0.00195,100%,5,5,0,3.36e+004,3,2,,,,,2,6.25e-007,4.44,8.89,0.534,12,0.0144,110,67.7,20.9
12,30.800C,OK,2021-07-15,11:22:22,2.36e+008,30.8,0.04,1.52e+005,1.21e+003,100,0,1.52e+005,1.21e+003,55,0.25,1,0.845,0.0873,0.0872,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.797,3.12e+003,Aqueous,0.664,8.88e-007,3.14,6.28,0.437,13.9,0.139,49,1,7.34,2.83e+004,1.06e+004,0.0014,100%,5,5,0,3.46e+004,3,2,,,,,1,8.6e-007,3.25,6.49,0.234,7.2,0.00519,52.9,93.9,100
12,30.800C,OK,2021-07-15,11:22:22,2.36e+008,30.8,0.04,1.52e+005,1.21e+003,100,0,1.52e+005,1.21e+003,55,0.25,1,0.845,0.0873,0.0872,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.797,3.12e+003,Aqueous,0.664,8.88e-007,3.14,6.28,0.437,13.9,0.139,49,1,7.34,2.83e+004,1.06e+004,0.0014,100%,5,5,0,3.46e+004,3,2,,,,,2,4.37e-008,63.9,128,9.69e-015,1.52e-014,2.3e-032,5.65e+004,6.08,0.00256
13,30.954C,OK,2021-07-15,11:22:59,2.36e+008,31,0.0398,1.51e+005,1.18e+003,100,0,1.51e+005,1.18e+003,55,0.25,1,0.845,0.0808,0.0807,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.795,3.12e+003,Aqueous,0.664,8.92e-007,3.14,6.29,0.405,12.9,0.129,49.1,1,10.1,2.85e+004,1.01e+004,0.00127,100%,5,5,0,3.16e+004,2,1,,,,,1,7.97e-007,3.52,7.04,0.465,13.2,0.0175,63.9,100,100
14,31.108C,OK,2021-07-15,11:23:36,2.36e+008,31.1,0.0399,1.5e+005,1.69e+003,100,0,1.5e+005,1.69e+003,55,0.25,1,0.845,0.0765,0.0764,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.792,3.12e+003,Aqueous,0.667,9.01e-007,3.12,6.24,0.415,13.3,0.133,48.2,1,15.5,2.88e+004,1.04e+004,0.00159,100%,5,5,0,2.97e+004,4,2,,,,,1,8.28e-007,3.4,6.79,0.389,11.5,0.0131,58.8,97.8,100
14,31.108C,OK,2021-07-15,11:23:36,2.36e+008,31.1,0.0399,1.5e+005,1.69e+003,100,0,1.5e+005,1.69e+003,55,0.25,1,0.845,0.0765,0.0764,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.792,3.12e+003,Aqueous,0.667,9.01e-007,3.12,6.24,0.415,13.3,0.133,48.2,1,15.5,2.88e+004,1.04e+004,0.00159,100%,5,5,0,2.97e+004,4,2,,,,,2,2.49e-008,113,226,7.75,6.87,0.00471,2.14e+005,2.24,0.0042
15,31.261C,OK,2021-07-15,11:24:13,2.36e+008,31.3,0.0397,1.52e+005,1.37e+003,100,0,1.52e+005,1.37e+003,55,0.25,1,0.842,0.0846,0.0846,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.79,3.12e+003,Aqueous,0.666,8.8e-007,3.21,6.42,0.478,14.9,0.149,51.5,1,9.36,2.8e+004,1.1e+004,0.00155,100%,5,5,0,3.34e+004,3,2,,,,,1,1.15e-006,2.45,4.91,0.0483,1.97,0.000388,27.5,35.8,77.4
15,31.261C,OK,2021-07-15,11:24:13,2.36e+008,31.3,0.0397,1.52e+005,1.37e+003,100,0,1.52e+005,1.37e+003,55,0.25,1,0.842,0.0846,0.0846,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.79,3.12e+003,Aqueous,0.666,8.8e-007,3.21,6.42,0.478,14.9,0.149,51.5,1,9.36,2.8e+004,1.1e+004,0.00155,100%,5,5,0,3.34e+004,3,2,,,,,2,6.11e-007,4.62,9.25,0.602,13,0.017,121,64.2,22.6
16,31.415C,OK,2021-07-15,11:24:50,2.36e+008,31.4,0.0399,1.49e+005,1.06e+003,100,0,1.49e+005,1.06e+003,55,0.25,1,0.833,0.0881,0.088,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.787,3.12e+003,Aqueous,0.661,9.02e-007,3.14,6.28,0.449,14.3,0.143,49,1,8.54,2.87e+004,1.09e+004,0.00126,100%,5,5,0,3.49e+004,4,2,,,,,1,8.22e-007,3.44,6.89,0.41,11.9,0.0142,60.8,97.1,100
16,31.415C,OK,2021-07-15,11:24:50,2.36e+008,31.4,0.0399,1.49e+005,1.06e+003,100,0,1.49e+005,1.06e+003,55,0.25,1,0.833,0.0881,0.088,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.787,3.12e+003,Aqueous,0.661,9.02e-007,3.14,6.28,0.449,14.3,0.143,49,1,8.54,2.87e+004,1.09e+004,0.00126,100%,5,5,0,3.49e+004,4,2,,,,,2,5.73e-008,49.4,98.7,0,0,0,3.09e+004,2.92,0.00183
17,31.570C,OK,2021-07-15,11:25:27,2.36e+008,31.6,0.04,1.57e+005,8.67e+003,100,0,1.57e+005,8.67e+003,55,0.25,1,0.832,0.0917,0.0916,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.785,3.12e+003,Aqueous,0.666,8.64e-007,3.29,6.59,0.607,18.4,0.184,54.8,1,12,2.72e+004,1.26e+004,0.00176,100%,5,5,0,3.66e+004,4,2,,,,,1,8.48e-007,3.35,6.71,0.309,9.22,0.0085,57.2,89.7,99.8
17,31.570C,OK,2021-07-15,11:25:27,2.36e+008,31.6,0.04,1.57e+005,8.67e+003,100,0,1.57e+005,8.67e+003,55,0.25,1,0.832,0.0917,0.0916,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.785,3.12e+003,Aqueous,0.666,8.64e-007,3.29,6.59,0.607,18.4,0.184,54.8,1,12,2.72e+004,1.26e+004,0.00176,100%,5,5,0,3.66e+004,4,2,,,,,2,2.19e-007,13,26,1.06,8.13,0.00661,1.36e+003,10.3,0.203
18,31.724C,OK,2021-07-15,11:26:04,2.36e+008,31.7,0.0398,2.09e+005,2.64e+004,100,0,2.09e+005,2.64e+004,55,0.25,1,0.835,0.0942,0.0941,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.782,3.12e+003,Aqueous,0.647,6.89e-007,4.14,8.28,0.983,23.7,0.237,93.6,1,7.88,1.94e+004,1.45e+004,0.00124,80%,5,4,1,3.77e+004,5,3,,,,,1,3.25e-006,0.877,1.75,0.0972,11.1,0.0123,2.48,2.68,79.2
18,31.724C,OK,2021-07-15,11:26:04,2.36e+008,31.7,0.0398,2.09e+005,2.64e+004,100,0,2.09e+005,2.64e+004,55,0.25,1,0.835,0.0942,0.0941,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.782,3.12e+003,Aqueous,0.647,6.89e-007,4.14,8.28,0.983,23.7,0.237,93.6,1,7.88,1.94e+004,1.45e+004,0.00124,80%,5,4,1,3.77e+004,5,3,,,,,2,6.57e-007,4.34,8.68,0.283,6.53,0.00426,104,88.2,20.8
18,31.724C,OK,2021-07-15,11:26:04,2.36e+008,31.7,0.0398,2.09e+005,2.64e+004,100,0,2.09e+005,2.64e+004,55,0.25,1,0.835,0.0942,0.0941,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.782,3.12e+003,Aqueous,0.647,6.89e-007,4.14,8.28,0.983,23.7,0.237,93.6,1,7.88,1.94e+004,1.45e+004,0.00124,80%,5,4,1,3.77e+004,5,3,,,,,3,8.46e-008,33.7,67.4,4.5,13.4,0.0178,1.26e+004,9.17,0.00665
19,31.878C,OK,2021-07-15,11:26:41,2.36e+008,31.9,0.0398,1.58e+005,8.59e+003,100,0,1.58e+005,8.59e+003,55,0.25,1,0.842,0.106,0.106,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.78,3.12e+003,Aqueous,0.67,8.56e-007,3.35,6.69,0.618,18.5,0.185,56.8,1,13,2.69e+004,1.25e+004,0.00161,100%,5,5,0,4.3e+004,5,2,,,,,1,8.07e-007,3.55,7.1,0.455,12.8,0.0164,65.2,95.9,100
19,31.878C,OK,2021-07-15,11:26:41,2.36e+008,31.9,0.0398,1.58e+005,8.59e+003,100,0,1.58e+005,8.59e+003,55,0.25,1,0.842,0.106,0.106,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.78,3.12e+003,Aqueous,0.67,8.56e-007,3.35,6.69,0.618,18.5,0.185,56.8,1,13,2.69e+004,1.25e+004,0.00161,100%,5,5,0,4.3e+004,5,2,,,,,2,5.04e-008,56.9,114,7.78,13.7,0.0187,4.3e+004,4.08,0.00244
20,32.032C,OK,2021-07-15,11:27:18,2.36e+008,32,0.0399,1.51e+005,872,100,0,1.51e+005,872,55,0.25,1,0.843,0.152,0.151,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.777,3.12e+003,Aqueous,0.668,9.08e-007,3.16,6.33,0.495,15.7,0.157,49.8,1,7.74,2.88e+004,1.17e+004,0.00125,100%,5,5,0,6.37e+004,3,3,,,,,1,4.49e-006,0.64,1.28,0,0,0,1.18,2.84,78.7
20,32.032C,OK,2021-07-15,11:27:18,2.36e+008,32,0.0399,1.51e+005,872,100,0,1.51e+005,872,55,0.25,1,0.843,0.152,0.151,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.777,3.12e+003,Aqueous,0.668,9.08e-007,3.16,6.33,0.495,15.7,0.157,49.8,1,7.74,2.88e+004,1.17e+004,0.00125,100%,5,5,0,6.37e+004,3,3,,,,,2,1.71e-006,1.67,3.35,0.227,13.5,0.0184,11.3,5.02,8.64
20,32.032C,OK,2021-07-15,11:27:18,2.36e+008,32,0.0399,1.51e+005,872,100,0,1.51e+005,872,55,0.25,1,0.843,0.152,0.151,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.777,3.12e+003,Aqueous,0.668,9.08e-007,3.16,6.33,0.495,15.7,0.157,49.8,1,7.74,2.88e+004,1.17e+004,0.00125,100%,5,5,0,6.37e+004,3,3,,,,,3,7.38e-007,3.89,7.78,0.505,13,0.0169,80.8,92.1,12.7
21,32.187C,OK,2021-07-15,11:27:55,2.36e+008,32.2,0.0395,1.52e+005,934,100,0,1.52e+005,934,55,0.25,1,0.844,0.126,0.126,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.775,3.12e+003,Aqueous,0.658,9.26e-007,3.12,6.23,0.536,17.2,0.172,48.1,1,14.5,2.93e+004,1.27e+004,0.00189,100%,5,5,0,5.2e+004,3,2,,,,,1,8.43e-007,3.42,6.84,0.337,9.86,0.00971,59.9,94.9,100
21,32.187C,OK,2021-07-15,11:27:55,2.36e+008,32.2,0.0395,1.52e+005,934,100,0,1.52e+005,934,55,0.25,1,0.844,0.126,0.126,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.775,3.12e+003,Aqueous,0.658,9.26e-007,3.12,6.23,0.536,17.2,0.172,48.1,1,14.5,2.93e+004,1.27e+004,0.00189,100%,5,5,0,5.2e+004,3,2,,,,,2,4.64e-008,62.2,124,6.82,11,0.012,5.29e+004,5.07,0.00258
22,32.341C,OK,2021-07-15,11:28:32,2.36e+008,32.3,0.0399,1.52e+005,595,100,0,1.52e+005,595,55,0.25,1,0.844,0.0947,0.0946,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.772,3.12e+003,Aqueous,0.657,9.21e-007,3.14,6.28,0.483,15.4,0.154,48.9,1,11.5,2.93e+004,1.17e+004,0.00145,100%,5,5,0,3.8e+004,5,2,,,,,1,8.62e-007,3.35,6.71,0.221,6.58,0.00433,57.1,96.6,100
22,32.341C,OK,2021-07-15,11:28:32,2.36e+008,32.3,0.0399,1.52e+005,595,100,0,1.52e+005,595,55,0.25,1,0.844,0.0947,0.0946,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.772,3.12e+003,Aqueous,0.657,9.21e-007,3.14,6.28,0.483,15.4,0.154,48.9,1,11.5,2.93e+004,1.17e+004,0.00145,100%,5,5,0,3.8e+004,5,2,,,,,2,2.03e-008,143,286,14.4,10.1,0.0101,3.71e+005,3.43,0.00783
